advertiserName;date;creativeType;deviceCategoryName;totalLineItemLevelImpressions;totalLineItemLevelClicks;totalLineItemLevelCtr;clickThroughConversions;viewThroughConversions
Cliente 1;14/08/2023;DoubleClick Rich Media;Desktop;47761;332;0,00695;243;226
Cliente 1;14/08/2023;HTML5;Tablet;49257;486;0,00987;399;256
Cliente 1;14/08/2023;Video creative sets;Tablet;11850;167;0,01409;101;194
Cliente 1;14/08/2023;Other;Desktop;40539;362;0,00893;128;470
Cliente 1;14/08/2023;Other;Tablet;14858;377;0,02537;298;486
Cliente 1;14/08/2023;Third-party;Smartphone;48703;368;0,00756;279;114
Cliente 1;14/08/2023;Third-party;Tablet;41720;489;0,01172;353;191
Cliente 1;14/08/2023;Custom template;Desktop;43154;396;0,00918;71;169
Cliente 1;14/08/2023;Other;Desktop;37984;218;0,00574;208;178
Cliente 1;14/08/2023;DoubleClick Rich Media;Tablet;21891;488;0,02229;393;90
Cliente 1;14/08/2023;Custom template;Desktop;18039;161;0,00893;54;153
Cliente 1;14/08/2023;Custom template;SmartTV;41811;471;0,01126;293;90
Cliente 1;14/08/2023;Image;Desktop;48873;142;0,00291;77;463
Cliente 1;14/08/2023;DoubleClick Rich Media;Tablet;48404;462;0,00954;348;379
Cliente 1;14/08/2023;Custom template;Desktop;18067;252;0,01395;149;449
Cliente 1;14/08/2023;Programmatic;Smartphone;1357;110;0,08106;55;114
Cliente 1;14/08/2023;Programmatic;SmartTV;22201;297;0,01338;182;251
Cliente 1;14/08/2023;Other;Smartphone;46979;427;0,00909;211;470
Cliente 1;14/08/2023;Other;Desktop;39398;124;0,00315;68;145
Cliente 1;14/08/2023;HTML5;Desktop;22739;146;0,00642;51;270
Cliente 1;14/08/2023;HTML5;Smartphone;21493;312;0,01452;34;496
Cliente 1;14/08/2023;Custom template;Smartphone;49122;423;0,00861;298;72
Cliente 1;14/08/2023;Image;SmartTV;19973;106;0,00531;99;234
Cliente 1;14/08/2023;HTML5;SmartTV;10809;136;0,01258;67;191
Cliente 1;14/08/2023;DoubleClick Rich Media;Smartphone;45100;273;0,00605;52;39
Cliente 1;14/08/2023;Third-party;SmartTV;47892;311;0,00649;202;68
Cliente 1;14/08/2023;Image;Desktop;39237;397;0,01012;74;237
Cliente 1;14/08/2023;Image;SmartTV;42773;267;0,00624;45;40
Cliente 1;14/08/2023;Third-party;Desktop;21696;138;0,00636;13;212
Cliente 1;14/08/2023;Programmatic;Smartphone;41211;367;0,00891;149;78
Cliente 1;14/08/2023;Image;SmartTV;47715;262;0,00549;56;69
Cliente 1;14/08/2023;DoubleClick Rich Media;Desktop;19329;417;0,02157;363;222
Cliente 1;14/08/2023;Custom;Smartphone;29401;303;0,01031;240;196
Cliente 1;14/08/2023;Image;Desktop;3441;482;0,14008;90;291
Cliente 1;14/08/2023;Video creative sets;SmartTV;9348;141;0,01508;123;212
Cliente 1;14/08/2023;Custom;Desktop;21235;75;0,00353;74;455
Cliente 1;14/08/2023;Custom template;SmartTV;11603;388;0,03344;312;411
Cliente 1;14/08/2023;Image;Desktop;40070;382;0,00953;374;268
Cliente 1;14/08/2023;Video creative sets;Smartphone;39647;295;0,00744;245;20
Cliente 1;14/08/2023;Image;Smartphone;9613;291;0,03027;97;183
Cliente 1;14/08/2023;Other;Desktop;45418;402;0,00885;304;174
Cliente 1;14/08/2023;Other;Desktop;37929;22;0,00058;1;123
Cliente 1;14/08/2023;Custom template;Tablet;46682;362;0,00775;318;237
Cliente 1;14/08/2023;DoubleClick Rich Media;SmartTV;21516;422;0,01961;263;467
Cliente 1;14/08/2023;DoubleClick Rich Media;SmartTV;16341;405;0,02478;203;344
Cliente 1;14/08/2023;Custom template;Desktop;39805;388;0,00975;324;484
Cliente 1;14/08/2023;Other;Tablet;46766;365;0,00780;221;305
Cliente 1;14/08/2023;Image;Desktop;47359;141;0,00298;133;433
Cliente 1;14/08/2023;Programmatic;Tablet;37846;259;0,00684;90;52
Cliente 1;14/08/2023;Custom;Desktop;28370;133;0,00469;93;381
Cliente 1;14/08/2023;Custom;SmartTV;2639;500;0,18947;26;470
Cliente 1;14/08/2023;Custom;Smartphone;8720;384;0,04404;58;333
Cliente 1;14/08/2023;Other;Smartphone;38514;292;0,00758;116;151
Cliente 1;14/08/2023;Third-party;Desktop;5528;178;0,03220;162;492
Cliente 1;14/08/2023;Image;Desktop;20995;83;0,00395;81;101
Cliente 1;14/08/2023;HTML5;Smartphone;38344;350;0,00913;205;296
Cliente 1;14/08/2023;Image;Smartphone;23507;492;0,02093;88;344
Cliente 1;14/08/2023;Custom template;Smartphone;38640;482;0,01247;80;156
Cliente 1;14/08/2023;Programmatic;Smartphone;29217;258;0,00883;117;233
Cliente 1;14/08/2023;HTML5;Tablet;31784;484;0,01523;164;334
Cliente 1;14/08/2023;Other;Tablet;20721;171;0,00825;115;388
Cliente 1;14/08/2023;HTML5;Tablet;25856;370;0,01431;54;84
Cliente 1;14/08/2023;Image;Tablet;4243;416;0,09804;385;273
Cliente 1;15/08/2023;Other;Smartphone;41085;275;0,00669;214;289
Cliente 1;15/08/2023;Video creative sets;Desktop;8675;210;0,02421;88;340
Cliente 1;15/08/2023;DoubleClick Rich Media;Desktop;13957;465;0,03332;61;287
Cliente 1;15/08/2023;Programmatic;SmartTV;13268;479;0,03610;454;497
Cliente 1;15/08/2023;Custom;Desktop;11398;45;0,00395;3;408
Cliente 1;15/08/2023;Third-party;SmartTV;40435;393;0,00972;348;72
Cliente 1;15/08/2023;Custom;SmartTV;49240;162;0,00329;9;199
Cliente 1;15/08/2023;Custom template;Desktop;22825;73;0,00320;24;74
Cliente 1;15/08/2023;Custom;Tablet;2003;361;0,18023;180;63
Cliente 1;15/08/2023;Custom;Smartphone;45120;79;0,00175;72;306
Cliente 1;15/08/2023;Custom template;Smartphone;2371;252;0,10628;233;5
Cliente 1;15/08/2023;Custom;Smartphone;18138;281;0,01549;131;305
Cliente 1;15/08/2023;Video creative sets;SmartTV;16842;146;0,00867;142;340
Cliente 1;15/08/2023;Third-party;Tablet;32094;19;0,00059;5;388
Cliente 1;15/08/2023;Custom template;Tablet;38678;257;0,00664;14;422
Cliente 1;15/08/2023;Third-party;Tablet;5887;12;0,00204;8;425
Cliente 1;15/08/2023;Custom template;SmartTV;45993;321;0,00698;15;423
Cliente 1;15/08/2023;Other;Desktop;16783;223;0,01329;94;383
Cliente 1;15/08/2023;Image;Desktop;37286;153;0,00410;118;357
Cliente 1;15/08/2023;Programmatic;Smartphone;19088;284;0,01488;203;2
Cliente 1;15/08/2023;Programmatic;Smartphone;44280;364;0,00822;302;53
Cliente 1;15/08/2023;DoubleClick Rich Media;Tablet;12151;66;0,00543;10;489
Cliente 1;15/08/2023;HTML5;Tablet;18383;89;0,00484;41;209
Cliente 1;15/08/2023;HTML5;Desktop;48873;421;0,00861;134;114
Cliente 1;15/08/2023;Custom;SmartTV;39542;295;0,00746;75;69
Cliente 1;15/08/2023;Other;Smartphone;32866;373;0,01135;291;239
Cliente 1;15/08/2023;Programmatic;Smartphone;15774;268;0,01699;223;69
Cliente 1;15/08/2023;Image;Smartphone;4792;27;0,00563;1;433
Cliente 1;15/08/2023;Video creative sets;Smartphone;4036;285;0,07061;31;64
Cliente 1;15/08/2023;Third-party;Smartphone;33649;238;0,00707;137;124
Cliente 1;15/08/2023;Custom template;Desktop;14919;414;0,02775;120;65
Cliente 1;15/08/2023;DoubleClick Rich Media;Desktop;23965;17;0,00071;4;357
Cliente 1;15/08/2023;Custom;Smartphone;12779;280;0,02191;53;454
Cliente 1;15/08/2023;Other;SmartTV;38577;68;0,00176;48;468
Cliente 1;15/08/2023;Other;Desktop;22322;406;0,01819;93;116
Cliente 1;15/08/2023;Custom;Tablet;5243;192;0,03662;81;211
Cliente 1;15/08/2023;HTML5;Desktop;28164;431;0,01530;26;260
Cliente 1;15/08/2023;DoubleClick Rich Media;SmartTV;44056;216;0,00490;47;286
Cliente 1;15/08/2023;HTML5;Desktop;39565;223;0,00564;96;376
Cliente 1;15/08/2023;DoubleClick Rich Media;SmartTV;13958;298;0,02135;144;281
Cliente 1;15/08/2023;HTML5;Smartphone;15549;183;0,01177;41;372
Cliente 1;15/08/2023;Image;Desktop;5771;81;0,01404;41;129
Cliente 1;15/08/2023;Video creative sets;Desktop;1448;490;0,33840;197;430
Cliente 1;15/08/2023;DoubleClick Rich Media;Desktop;47504;334;0,00703;226;335
Cliente 1;15/08/2023;Custom template;Desktop;25301;453;0,01790;278;296
Cliente 1;15/08/2023;Video creative sets;Tablet;44626;195;0,00437;106;250
Cliente 1;15/08/2023;Third-party;Smartphone;24280;171;0,00704;16;227
Cliente 1;15/08/2023;DoubleClick Rich Media;Tablet;49506;86;0,00174;55;27
Cliente 1;15/08/2023;Custom;Desktop;27644;252;0,00912;10;120
Cliente 1;15/08/2023;Image;Desktop;44579;464;0,01041;156;488
Cliente 1;15/08/2023;Custom;Smartphone;5862;200;0,03412;72;119
Cliente 1;15/08/2023;Custom template;Desktop;35785;261;0,00729;255;94
Cliente 1;15/08/2023;Custom template;Tablet;20952;127;0,00606;8;467
Cliente 1;15/08/2023;DoubleClick Rich Media;SmartTV;45924;217;0,00473;40;272
Cliente 1;15/08/2023;Video creative sets;Tablet;46064;249;0,00541;194;262
Cliente 1;15/08/2023;Other;Smartphone;29328;107;0,00365;42;173
Cliente 1;15/08/2023;Video creative sets;SmartTV;31939;416;0,01302;171;491
Cliente 1;15/08/2023;HTML5;Smartphone;34254;125;0,00365;117;62
Cliente 1;15/08/2023;DoubleClick Rich Media;Smartphone;36003;306;0,00850;52;375
Cliente 1;15/08/2023;Custom template;Smartphone;37009;328;0,00886;97;380
Cliente 1;15/08/2023;Third-party;Desktop;3369;402;0,11932;355;117
Cliente 1;15/08/2023;Image;Tablet;38324;229;0,00598;156;44
Cliente 1;15/08/2023;Custom;Desktop;34446;170;0,00494;48;201
Cliente 1;15/08/2023;Video creative sets;Desktop;34169;65;0,00190;15;155
Cliente 1;15/08/2023;Image;Desktop;8650;402;0,04647;127;3
Cliente 1;15/08/2023;HTML5;Desktop;35662;336;0,00942;200;358
Cliente 1;15/08/2023;Programmatic;Smartphone;7645;245;0,03205;77;452
Cliente 1;15/08/2023;Custom;SmartTV;17521;338;0,01929;257;433
Cliente 1;15/08/2023;Image;Tablet;13959;86;0,00616;29;335
Cliente 1;15/08/2023;Programmatic;Smartphone;4577;426;0,09307;371;293
Cliente 1;15/08/2023;Programmatic;Desktop;44905;339;0,00755;211;30
Cliente 1;15/08/2023;HTML5;Tablet;40293;187;0,00464;179;242
Cliente 1;15/08/2023;Programmatic;Tablet;30984;45;0,00145;22;342
Cliente 1;15/08/2023;Custom template;SmartTV;32697;90;0,00275;83;126
Cliente 1;15/08/2023;Video creative sets;Tablet;1984;114;0,05746;71;395
Cliente 1;15/08/2023;Custom template;Desktop;13342;302;0,02264;89;25
Cliente 1;15/08/2023;Other;Tablet;18233;337;0,01848;92;222
Cliente 1;15/08/2023;Other;Tablet;11357;159;0,01400;35;369
Cliente 1;15/08/2023;Video creative sets;Tablet;16792;39;0,00232;17;195
Cliente 1;15/08/2023;Third-party;Desktop;36066;106;0,00294;96;126
Cliente 1;15/08/2023;Video creative sets;SmartTV;4280;271;0,06332;271;18
Cliente 1;15/08/2023;Custom;Desktop;16000;476;0,02975;205;369
Cliente 1;15/08/2023;Custom;Smartphone;2338;108;0,04619;48;334
Cliente 1;15/08/2023;Custom;SmartTV;27381;274;0,01001;75;338
Cliente 1;15/08/2023;Programmatic;Tablet;31463;345;0,01097;83;365
Cliente 1;15/08/2023;Programmatic;Tablet;14487;289;0,01995;163;435
Cliente 1;15/08/2023;Custom template;Desktop;43446;495;0,01139;49;326
Cliente 1;16/08/2023;Programmatic;Desktop;37110;463;0,01248;15;255
Cliente 1;16/08/2023;HTML5;Desktop;6246;79;0,01265;76;18
Cliente 1;16/08/2023;Custom;Tablet;23256;78;0,00335;13;94
Cliente 1;16/08/2023;Programmatic;Tablet;11424;49;0,00429;26;318
Cliente 1;16/08/2023;Custom;Tablet;38089;413;0,01084;129;142
Cliente 1;16/08/2023;Custom;Smartphone;14996;17;0,00113;12;93
Cliente 1;16/08/2023;Custom;Smartphone;10787;40;0,00371;14;101
Cliente 1;16/08/2023;Custom template;Desktop;21988;48;0,00218;15;403
Cliente 1;16/08/2023;Third-party;Desktop;13438;202;0,01503;129;9
Cliente 1;16/08/2023;Third-party;Smartphone;24520;311;0,01268;263;470
Cliente 1;16/08/2023;DoubleClick Rich Media;Tablet;28595;402;0,01406;12;216
Cliente 1;16/08/2023;Third-party;Desktop;14092;226;0,01604;199;222
Cliente 1;16/08/2023;Image;SmartTV;36737;416;0,01132;247;83
Cliente 1;16/08/2023;Custom template;Desktop;28016;444;0,01585;140;164
Cliente 1;16/08/2023;DoubleClick Rich Media;Tablet;42983;10;0,00023;6;73
Cliente 1;16/08/2023;Programmatic;Smartphone;42206;89;0,00211;13;411
Cliente 1;16/08/2023;Third-party;Desktop;7312;182;0,02489;157;335
Cliente 1;16/08/2023;Programmatic;Desktop;27627;319;0,01155;64;195
Cliente 1;16/08/2023;Third-party;Smartphone;20779;397;0,01911;38;191
Cliente 1;16/08/2023;Other;Desktop;7018;3;0,00043;1;495
Cliente 1;16/08/2023;Video creative sets;Desktop;15711;314;0,01999;256;370
Cliente 1;16/08/2023;Third-party;Desktop;24260;59;0,00243;53;108
Cliente 1;16/08/2023;HTML5;Tablet;3494;408;0,11677;56;480
Cliente 1;16/08/2023;Image;Desktop;30278;12;0,00040;6;294
Cliente 1;16/08/2023;Image;SmartTV;2828;178;0,06294;171;346
Cliente 1;16/08/2023;Custom template;Tablet;47846;292;0,00610;152;449
Cliente 1;16/08/2023;Third-party;Tablet;9764;225;0,02304;190;112
Cliente 1;16/08/2023;HTML5;Tablet;32413;366;0,01129;32;422
Cliente 1;16/08/2023;DoubleClick Rich Media;Desktop;28084;455;0,01620;165;181
Cliente 1;16/08/2023;Programmatic;Desktop;25308;439;0,01735;328;482
Cliente 1;16/08/2023;Image;SmartTV;6904;263;0,03809;225;486
Cliente 1;16/08/2023;HTML5;Desktop;2;122;61,00000;70;209
Cliente 1;16/08/2023;Image;Desktop;26483;124;0,00468;19;450
Cliente 1;16/08/2023;Image;Desktop;15258;234;0,01534;49;194
Cliente 1;16/08/2023;Custom template;SmartTV;449;469;1,04454;425;263
Cliente 1;16/08/2023;Custom template;SmartTV;29062;492;0,01693;437;497
Cliente 1;16/08/2023;Programmatic;Desktop;29873;296;0,00991;127;163
Cliente 1;16/08/2023;Third-party;Tablet;22060;169;0,00766;80;108
Cliente 1;16/08/2023;Other;SmartTV;8192;434;0,05298;321;43
Cliente 1;16/08/2023;DoubleClick Rich Media;Smartphone;5495;163;0,02966;35;373
Cliente 1;16/08/2023;Image;Smartphone;44027;187;0,00425;46;409
Cliente 1;16/08/2023;Third-party;Desktop;13894;357;0,02569;159;82
Cliente 1;16/08/2023;Custom;Desktop;42533;187;0,00440;183;290
Cliente 1;16/08/2023;HTML5;Smartphone;18833;152;0,00807;35;24
Cliente 1;16/08/2023;Video creative sets;SmartTV;33826;80;0,00237;75;303
Cliente 1;16/08/2023;Image;Desktop;20467;84;0,00410;72;250
Cliente 1;16/08/2023;Custom template;Tablet;38987;151;0,00387;127;234
Cliente 1;16/08/2023;HTML5;Smartphone;13948;109;0,00781;41;300
Cliente 1;16/08/2023;DoubleClick Rich Media;Smartphone;4335;394;0,09089;254;148
Cliente 1;16/08/2023;Image;Smartphone;559;101;0,18068;90;395
Cliente 1;16/08/2023;Image;SmartTV;29513;358;0,01213;199;207
Cliente 1;16/08/2023;Video creative sets;Desktop;11505;112;0,00973;42;212
Cliente 1;16/08/2023;Video creative sets;Smartphone;22144;465;0,02100;84;350
Cliente 1;16/08/2023;HTML5;Tablet;17135;57;0,00333;38;303
Cliente 1;16/08/2023;HTML5;Tablet;29470;85;0,00288;71;429
Cliente 1;16/08/2023;Image;Desktop;5708;424;0,07428;194;344
Cliente 1;16/08/2023;Custom;Desktop;24937;154;0,00618;70;491
Cliente 1;16/08/2023;Custom template;Smartphone;35035;220;0,00628;130;469
Cliente 1;16/08/2023;Programmatic;Desktop;48230;448;0,00929;37;80
Cliente 1;16/08/2023;DoubleClick Rich Media;Desktop;24046;336;0,01397;53;464
Cliente 1;16/08/2023;HTML5;Tablet;9364;236;0,02520;193;46
Cliente 1;16/08/2023;Third-party;Desktop;24854;394;0,01585;246;444
Cliente 1;16/08/2023;Image;SmartTV;42958;411;0,00957;341;251
Cliente 1;16/08/2023;Programmatic;SmartTV;30684;246;0,00802;229;203
Cliente 1;16/08/2023;Custom template;Desktop;31636;247;0,00781;182;207
Cliente 1;16/08/2023;Third-party;SmartTV;26373;114;0,00432;18;86
Cliente 1;16/08/2023;DoubleClick Rich Media;SmartTV;44760;280;0,00626;224;427
Cliente 1;16/08/2023;Other;Tablet;12591;5;0,00040;4;122
Cliente 1;16/08/2023;Image;Tablet;30863;250;0,00810;127;304
Cliente 1;16/08/2023;Programmatic;Smartphone;2225;233;0,10472;75;332
Cliente 1;16/08/2023;Custom;Desktop;43175;166;0,00384;42;277
Cliente 1;16/08/2023;Image;SmartTV;43767;230;0,00526;124;420
Cliente 1;16/08/2023;Custom template;Smartphone;19217;350;0,01821;175;417
Cliente 1;17/08/2023;HTML5;Tablet;23241;331;0,01424;326;328
Cliente 1;17/08/2023;HTML5;Tablet;26189;411;0,01569;100;78
Cliente 1;17/08/2023;Custom;SmartTV;26803;458;0,01709;436;210
Cliente 1;17/08/2023;Custom;Tablet;44093;379;0,00860;146;321
Cliente 1;17/08/2023;Other;Tablet;10501;17;0,00162;11;459
Cliente 1;17/08/2023;Video creative sets;Desktop;14658;78;0,00532;6;407
Cliente 1;17/08/2023;HTML5;Desktop;39410;303;0,00769;116;498
Cliente 1;17/08/2023;HTML5;Desktop;44813;35;0,00078;11;379
Cliente 1;17/08/2023;Third-party;SmartTV;28071;39;0,00139;1;85
Cliente 1;17/08/2023;Video creative sets;Tablet;9115;117;0,01284;73;365
Cliente 1;17/08/2023;Image;Tablet;3837;472;0,12301;6;13
Cliente 1;17/08/2023;Custom template;SmartTV;18657;491;0,02632;265;58
Cliente 1;17/08/2023;Image;Smartphone;34262;262;0,00765;237;337
Cliente 1;17/08/2023;Custom;Smartphone;39656;209;0,00527;67;464
Cliente 1;17/08/2023;Custom;SmartTV;17963;260;0,01447;243;482
Cliente 1;17/08/2023;Other;Desktop;46588;38;0,00082;14;66
Cliente 1;17/08/2023;Third-party;SmartTV;2446;492;0,20114;65;120
Cliente 1;17/08/2023;Custom template;Desktop;11730;246;0,02097;124;86
Cliente 1;17/08/2023;HTML5;Desktop;46409;376;0,00810;5;228
Cliente 1;17/08/2023;Other;SmartTV;44365;460;0,01037;217;74
Cliente 1;17/08/2023;Custom;Desktop;43826;270;0,00616;186;54
Cliente 1;17/08/2023;Image;Tablet;27028;285;0,01054;128;347
Cliente 1;17/08/2023;Other;Desktop;32447;372;0,01146;206;210
Cliente 1;17/08/2023;DoubleClick Rich Media;Smartphone;514;23;0,04475;2;443
Cliente 1;17/08/2023;Custom;Smartphone;23501;473;0,02013;99;424
Cliente 1;17/08/2023;Video creative sets;SmartTV;755;414;0,54834;177;195
Cliente 1;17/08/2023;Other;Tablet;47409;308;0,00650;236;334
Cliente 1;17/08/2023;DoubleClick Rich Media;Tablet;36984;272;0,00735;234;423
Cliente 1;17/08/2023;Custom template;Desktop;39478;163;0,00413;34;36
Cliente 1;17/08/2023;HTML5;Desktop;4993;441;0,08832;13;43
Cliente 1;17/08/2023;HTML5;Desktop;29751;192;0,00645;166;435
Cliente 1;17/08/2023;DoubleClick Rich Media;Smartphone;28450;290;0,01019;113;260
Cliente 1;17/08/2023;Third-party;Desktop;6605;9;0,00136;1;497
Cliente 1;17/08/2023;DoubleClick Rich Media;SmartTV;49938;133;0,00266;108;78
Cliente 1;17/08/2023;Custom;Desktop;10294;44;0,00427;44;62
Cliente 1;17/08/2023;Video creative sets;SmartTV;511;166;0,32485;71;493
Cliente 1;17/08/2023;Third-party;Tablet;47878;242;0,00505;31;44
Cliente 1;17/08/2023;Custom template;Desktop;45955;437;0,00951;242;457
Cliente 1;17/08/2023;Custom;Smartphone;11879;448;0,03771;368;249
Cliente 1;17/08/2023;Video creative sets;Tablet;20870;238;0,01140;86;50
Cliente 1;17/08/2023;Video creative sets;Smartphone;6974;264;0,03785;109;230
Cliente 1;17/08/2023;Video creative sets;SmartTV;48866;383;0,00784;293;320
Cliente 1;17/08/2023;Third-party;Desktop;16342;480;0,02937;220;190
Cliente 1;17/08/2023;Third-party;Tablet;38520;61;0,00158;20;410
Cliente 1;17/08/2023;Custom template;Tablet;27513;446;0,01621;153;111
Cliente 1;17/08/2023;Custom;Desktop;2898;281;0,09696;95;406
Cliente 1;17/08/2023;Custom;Tablet;27927;192;0,00688;38;158
Cliente 1;17/08/2023;Custom;SmartTV;25392;33;0,00130;25;419
Cliente 1;17/08/2023;Other;SmartTV;3070;478;0,15570;329;161
Cliente 1;17/08/2023;HTML5;Smartphone;5585;201;0,03599;21;425
Cliente 1;17/08/2023;Programmatic;Smartphone;11422;217;0,01900;101;95
Cliente 1;17/08/2023;Programmatic;Tablet;23544;304;0,01291;31;330
Cliente 1;17/08/2023;Custom;SmartTV;11110;132;0,01188;123;140
Cliente 1;17/08/2023;Video creative sets;SmartTV;12943;196;0,01514;109;164
Cliente 1;17/08/2023;Custom template;Desktop;42641;341;0,00800;316;345
Cliente 1;17/08/2023;Custom;Smartphone;7249;208;0,02869;168;102
Cliente 1;17/08/2023;Custom;Desktop;12829;216;0,01684;194;333
Cliente 1;17/08/2023;HTML5;Desktop;36502;378;0,01036;129;129
Cliente 1;17/08/2023;HTML5;Smartphone;23940;142;0,00593;73;226
Cliente 1;17/08/2023;DoubleClick Rich Media;Smartphone;3739;118;0,03156;75;494
Cliente 1;17/08/2023;Programmatic;SmartTV;46463;346;0,00745;256;323
Cliente 1;17/08/2023;Image;Smartphone;20028;359;0,01792;91;402
Cliente 1;17/08/2023;DoubleClick Rich Media;Tablet;48847;369;0,00755;113;317
Cliente 1;17/08/2023;Custom template;SmartTV;36184;183;0,00506;3;445
Cliente 1;17/08/2023;Custom template;Desktop;36653;69;0,00188;9;40
Cliente 1;17/08/2023;Video creative sets;Smartphone;47472;474;0,00998;200;156
Cliente 1;17/08/2023;Custom template;Smartphone;29741;353;0,01187;180;56
Cliente 1;17/08/2023;Custom;Tablet;35456;277;0,00781;215;357
Cliente 1;17/08/2023;Other;Desktop;22997;394;0,01713;391;88
Cliente 1;17/08/2023;Other;Smartphone;39007;247;0,00633;198;290
Cliente 1;17/08/2023;Custom template;Smartphone;48390;60;0,00124;38;12
Cliente 1;17/08/2023;Video creative sets;Tablet;29394;158;0,00538;103;176
Cliente 1;17/08/2023;Custom;Desktop;2840;106;0,03732;56;173
Cliente 1;17/08/2023;Other;Desktop;32432;399;0,01230;301;380
Cliente 1;17/08/2023;HTML5;SmartTV;40788;487;0,01194;424;127
Cliente 1;17/08/2023;Video creative sets;SmartTV;49330;494;0,01001;217;409
Cliente 1;17/08/2023;Image;SmartTV;29779;212;0,00712;174;194
Cliente 1;18/08/2023;Image;Desktop;33868;368;0,01087;98;140
Cliente 1;18/08/2023;DoubleClick Rich Media;Tablet;41688;480;0,01151;385;365
Cliente 1;18/08/2023;Custom template;Tablet;17822;81;0,00454;2;369
Cliente 1;18/08/2023;Third-party;Desktop;14882;480;0,03225;478;65
Cliente 1;18/08/2023;Custom template;SmartTV;33198;416;0,01253;118;282
Cliente 1;18/08/2023;Image;Smartphone;22162;206;0,00930;164;288
Cliente 1;18/08/2023;Other;SmartTV;2412;176;0,07297;34;358
Cliente 1;18/08/2023;Image;Tablet;2960;19;0,00642;6;474
Cliente 1;18/08/2023;Image;SmartTV;47965;147;0,00306;33;364
Cliente 1;18/08/2023;Other;SmartTV;6724;64;0,00952;31;163
Cliente 1;18/08/2023;Video creative sets;Desktop;3262;107;0,03280;76;212
Cliente 1;18/08/2023;Programmatic;Desktop;2241;53;0,02365;30;20
Cliente 1;18/08/2023;Programmatic;Desktop;1403;96;0,06842;43;417
Cliente 1;18/08/2023;Programmatic;Smartphone;18279;31;0,00170;8;500
Cliente 1;18/08/2023;Custom;Desktop;28815;497;0,01725;165;25
Cliente 1;18/08/2023;Other;SmartTV;5092;256;0,05027;244;30
Cliente 1;18/08/2023;DoubleClick Rich Media;Desktop;9266;215;0,02320;38;58
Cliente 1;18/08/2023;Video creative sets;SmartTV;27894;157;0,00563;150;454
Cliente 1;18/08/2023;Video creative sets;Desktop;8385;15;0,00179;14;223
Cliente 1;18/08/2023;Video creative sets;SmartTV;20767;376;0,01811;355;446
Cliente 1;18/08/2023;Video creative sets;Desktop;47740;289;0,00605;211;297
Cliente 1;18/08/2023;Other;Tablet;36539;351;0,00961;226;21
Cliente 1;18/08/2023;Video creative sets;Tablet;21996;236;0,01073;171;58
Cliente 1;18/08/2023;Custom template;Smartphone;17568;361;0,02055;221;494
Cliente 1;18/08/2023;HTML5;SmartTV;5731;454;0,07922;219;478
Cliente 1;18/08/2023;HTML5;SmartTV;37993;399;0,01050;219;327
Cliente 1;18/08/2023;DoubleClick Rich Media;SmartTV;1804;415;0,23004;25;237
Cliente 1;18/08/2023;Custom template;Tablet;8318;378;0,04544;263;495
Cliente 1;18/08/2023;Third-party;SmartTV;49508;32;0,00065;11;215
Cliente 1;18/08/2023;Programmatic;Tablet;713;277;0,38850;71;449
Cliente 1;18/08/2023;Other;SmartTV;11185;386;0,03451;96;408
Cliente 1;18/08/2023;Image;SmartTV;48184;88;0,00183;64;471
Cliente 1;18/08/2023;HTML5;Tablet;28718;65;0,00226;18;231
Cliente 1;18/08/2023;Other;Tablet;24416;391;0,01601;4;405
Cliente 1;18/08/2023;HTML5;Smartphone;3259;58;0,01780;32;285
Cliente 1;18/08/2023;DoubleClick Rich Media;Tablet;31047;7;0,00023;5;232
Cliente 1;18/08/2023;Image;Smartphone;4076;337;0,08268;34;442
Cliente 1;18/08/2023;DoubleClick Rich Media;Tablet;44350;332;0,00749;133;466
Cliente 1;18/08/2023;Other;Desktop;38704;100;0,00258;34;314
Cliente 1;18/08/2023;Image;SmartTV;10426;409;0,03923;370;38
Cliente 1;18/08/2023;Third-party;Smartphone;7629;266;0,03487;100;274
Cliente 1;18/08/2023;Programmatic;Desktop;3416;141;0,04128;81;426
Cliente 1;18/08/2023;Other;SmartTV;39842;127;0,00319;29;237
Cliente 1;18/08/2023;Custom template;Tablet;21292;451;0,02118;4;356
Cliente 1;18/08/2023;Programmatic;Tablet;38901;292;0,00751;288;384
Cliente 1;18/08/2023;Custom;Tablet;22400;448;0,02000;363;44
Cliente 1;18/08/2023;Other;Tablet;31717;176;0,00555;101;349
Cliente 1;18/08/2023;Other;SmartTV;3588;65;0,01812;41;430
Cliente 1;18/08/2023;Other;SmartTV;2984;359;0,12031;233;221
Cliente 1;18/08/2023;Other;SmartTV;48569;427;0,00879;164;103
Cliente 1;18/08/2023;Programmatic;SmartTV;2879;365;0,12678;308;174
Cliente 1;18/08/2023;Other;Desktop;40537;412;0,01016;85;114
Cliente 1;18/08/2023;DoubleClick Rich Media;Tablet;47146;141;0,00299;88;2
Cliente 1;18/08/2023;Image;Tablet;15481;94;0,00607;53;183
Cliente 1;18/08/2023;Custom template;SmartTV;31315;402;0,01284;10;290
Cliente 1;18/08/2023;Image;Tablet;17315;43;0,00248;34;273
Cliente 1;18/08/2023;Third-party;SmartTV;42725;186;0,00435;115;74
Cliente 1;18/08/2023;Video creative sets;Smartphone;36529;265;0,00725;73;135
Cliente 1;18/08/2023;Custom template;Tablet;1289;436;0,33825;310;201
